gender,yearsExperience,yearsSchool,wage,,STD,AVG,COV
female,33,21,3.630780722,,,,
female,24,31,2.971161167,,,,
female,19,39,5.564096932,,,,
female,13,37,6.135174629,,,,
female,49,39,7.251719262,,,,
female,10,48,14.64909557,,,,
female,41,44,10.31100102,,,,
female,35,32,5.51200392,,,,
female,23,2,1.136204143,,,,
female,9,40,5.428488709,,,,
female,8,17,13.17812431,,,,
female,43,5,8.789457339,,,,
female,46,45,6.025133414,,,,
female,14,16,2.884704145,,,,
female,21,11,4.948729105,,,,
female,18,27,5.726359628,,,,
female,43,32,4.89955904,,,,
female,3,24,3.98089172,,,,
female,48,20,7.839294464,,,,
female,46,9,8.279663373,,,,
female,48,37,6.499415053,,,,
female,13,10,1.724989435,,,,
female,36,48,4.89955904,,,,
female,16,9,12.13224143,,,,
female,26,30,3.122268016,,,,
female,7,15,5.397819281,,,,
female,7,21,8.57422832,,,,
female,22,6,6.43067124,,,,
female,31,30,7.006369427,,,,
female,27,24,5.434664464,,,,
female,37,14,8.962318088,,,,
female,8,1,10.97893746,,,,
female,37,47,8.819206271,,,,
female,36,17,3.238691569,,,,
female,25,39,5.605186794,,,,
female,36,4,7.181216436,,,,
female,13,0,6.155600625,,,,
female,24,21,6.73689368,,,,
female,20,10,7.873905035,,,,
female,35,48,5.545520804,,,,
female,35,19,7.96178344,,,,
female,33,0,2.387341361,,,,
female,44,21,3.0622244,,,,
female,21,44,1.068695764,,,,
female,20,33,4.152168678,,,,
female,25,21,4.031282754,,,,
female,36,35,5.653337354,,,,
female,37,14,16.47265539,,,,
female,3,17,1.592356688,,,,
female,23,28,4.281967564,,,,
female,36,25,9.478313618,,,,
female,16,25,1.740280533,,,,
female,32,18,3.36844684,,,,
female,36,25,5.426865842,,,,
female,6,38,5.20578148,,,,
female,32,31,3.533662553,,,,
female,2,36,9.186673199,,,,
female,48,30,1.858782126,,,,
female,39,10,1.305407986,,,,
female,48,36,3.817637485,,,,
female,47,42,4.409603136,,,,
female,33,20,0.212314225,,,,
female,38,29,8.711981879,,,,
female,17,26,4.087332675,,,,
female,25,9,5.660035621,,,,
female,40,9,8.57422832,,,,
female,26,30,2.658081065,,,,
female,19,39,2.441729861,,,,
female,36,29,7.295658132,,,,
female,49,7,7.96178344,,,,
female,35,10,1.592356688,,,,
female,17,15,7.19622734,,,,
female,8,12,5.168175215,,,,
female,19,2,8.315178527,,,,
female,21,12,3.050429165,,,,
female,37,24,1.39654549,,,,
female,0,11,2.822105619,,,,
female,18,46,3.258776478,,,,
female,37,37,5.51200392,,,,
female,20,30,4.742685593,,,,
female,27,7,5.790387956,,,,
female,38,22,9.859872612,,,,
female,46,12,3.67466928,,,,
female,10,11,2.857669031,,,,
female,34,34,3.943917493,,,,
female,40,31,2.148204638,,,,
female,11,48,3.98089172,,,,
female,46,30,8.57422832,,,,
female,17,38,5.807890388,,,,
female,30,39,4.32407204,,,,
female,25,23,6.734195685,,,,
female,24,0,1.192776545,,,,
female,10,45,4.13400294,,,,
female,24,9,4.5933366,,,,
female,11,19,12.17684526,,,,
female,2,5,7.435801366,,,,
female,37,9,6.833101496,,,,
female,0,22,8.917197452,,,,
female,39,11,8.283936527,,,,
female,32,1,7.351909157,,,,
female,9,46,0.682438581,,,,
female,13,0,3.703155088,,,,
female,28,46,5.850511793,,,,
female,22,49,7.151302491,,,,
female,14,25,7.161585838,,,,
female,34,13,1.185377187,,,,
female,49,15,5.24066758,,,,
female,17,28,3.780938254,,,,
female,17,2,3.526597402,,,,
female,24,43,7.655561,,,,
female,18,25,4.808510324,,,,
female,25,17,5.339120748,,,,
female,21,9,3.74366307,,,,
female,46,35,4.470847624,,,,
female,12,27,5.722223538,,,,
female,29,43,1.729256132,,,,
female,40,15,1.333911362,,,,
female,8,14,3.346325696,,,,
female,25,35,4.980636375,,,,
female,24,36,5.66511514,,,,
female,1,37,4.409603136,,,,
female,31,35,0.675706914,,,,
female,7,27,8.930330291,,,,
female,4,45,3.115480476,,,,
female,5,13,6.0868242,,,,
female,36,45,3.0622244,,,,
female,39,12,6.038734166,,,,
female,41,47,6.522537972,,,,
female,0,5,5.20578148,,,,
female,8,17,2.333123352,,,,
female,36,37,4.821149142,,,,
female,12,15,6.665679159,,,,
female,7,0,5.278903687,,,,
female,42,44,5.639596603,,,,
female,32,13,6.804310975,,,,
female,9,9,5.51200392,,,,
female,23,21,7.96178344,,,,
female,22,8,12.55236128,,,,
female,37,19,9.110185639,,,,
female,21,48,4.549590537,,,,
female,41,43,6.29536365,,,,
female,12,25,6.175344496,,,,
female,42,14,6.1244488,,,,
female,15,32,3.499685028,,,,
female,28,31,3.366504626,,,,
female,32,33,6.122305243,,,,
female,39,1,5.298098539,,,,
female,45,33,4.312632696,,,,
female,0,17,5.074543291,,,,
female,32,15,3.821656051,,,,
female,41,5,6.27756002,,,,
female,42,24,8.727339539,,,,
female,38,13,5.260883453,,,,
female,0,7,10.94234852,,,,
female,40,35,5.573248408,,,,
female,45,17,9.330214968,,,,
female,47,22,7.91410809,,,,
female,18,49,5.389514944,,,,
female,15,48,2.90911318,,,,
female,8,7,9.013339743,,,,
female,27,48,4.992701699,,,,
female,18,44,2.245631227,,,,
female,2,31,3.36844684,,,,
female,1,24,7.34933856,,,,
female,19,19,4.05894842,,,,
female,22,35,3.029361504,,,,
female,37,29,2.44977952,,,,
female,36,41,2.71865776,,,,
female,38,2,0.679823873,,,,
female,11,21,5.237084218,,,,
female,37,10,3.179036525,,,,
female,28,16,4.89955904,,,,
female,43,27,0.097991181,,,,
female,2,12,2.564181462,,,,
female,31,44,11.37397634,,,,
female,18,41,5.703964255,,,,
female,42,34,8.009842495,,,,
female,17,9,0.908064914,,,,
female,23,0,7.406310176,,,,
female,8,11,2.836586813,,,,
female,31,17,3.667616172,,,,
female,25,0,2.98566879,,,,
female,15,47,4.654581088,,,,
female,9,8,2.789007971,,,,
female,28,29,2.10212104,,,,
female,2,23,4.090457547,,,,
female,31,42,8.648144081,,,,
female,19,42,3.017096882,,,,
female,29,22,2.547770701,,,,
female,48,47,1.145065483,,,,
female,21,12,7.655561,,,,
female,42,27,7.077140835,,,,
female,39,0,1.749842514,,,,
female,48,39,5.51200392,,,,
female,17,4,3.98089172,,,,
female,3,45,4.014668983,,,,
female,31,45,3.970551741,,,,
female,49,37,3.538570418,,,,
female,29,9,4.462655686,,,,
female,47,19,6.1244488,,,,
female,14,3,4.088262988,,,,
female,30,9,1.707621113,,,,
female,27,7,6.73689368,,,,
female,5,1,0.594162943,,,,
female,20,48,1.45199698,,,,
female,18,37,9.799118079,,,,
female,42,43,5.697161674,,,,
female,19,18,16.78098971,,,,
female,36,4,2.862663709,,,,
female,2,21,5.790387956,,,,
female,17,14,7.50244978,,,,
female,24,23,3.54983975,,,,
female,29,21,2.414694219,,,,
female,44,1,4.355163591,,,,
female,7,1,1.995434446,,,,
female,13,7,1.170850506,,,,
female,15,1,7.34933856,,,,
female,45,37,4.270485069,,,,
female,35,37,2.653927813,,,,
female,46,25,3.352329869,,,,
female,30,3,5.97133758,,,,
female,21,8,4.89955904,,,,
female,29,41,1.637975555,,,,
female,22,31,5.97133758,,,,
female,18,11,2.752221436,,,,
female,23,7,12.78680402,,,,
female,19,29,3.36844684,,,,
female,10,14,3.67466928,,,,
female,41,45,2.683290419,,,,
female,46,38,2.895193978,,,,
female,36,32,11.2072025,,,,
female,31,25,4.104012082,,,,
female,19,31,2.79816302,,,,
female,17,10,2.163879743,,,,
female,36,9,3.051034049,,,,
female,25,5,6.17129568,,,,
female,13,4,9.683250129,,,,
female,48,14,8.049275565,,,,
female,6,32,4.736024518,,,,
female,41,46,6.873482106,,,,
female,23,35,3.8277805,,,,
female,39,23,10.29402303,,,,
female,33,4,13.08786319,,,,
female,33,2,3.406662606,,,,
female,44,45,5.276815535,,,,
female,49,29,4.549590537,,,,
female,49,31,3.703155088,,,,
female,12,46,3.584082577,,,,
female,27,6,5.352459455,,,,
female,20,2,4.549590537,,,,
female,9,18,3.538570418,,,,
female,29,1,6.066120716,,,,
female,17,41,7.064059244,,,,
female,23,31,2.903442394,,,,
female,46,26,8.334301459,,,,
female,32,6,1.99044586,,,,
female,6,17,5.51200392,,,,
female,48,39,3.512551517,,,,
female,0,43,4.164625184,,,,
female,47,2,5.02460579,,,,
female,25,19,5.516059846,,,,
female,35,26,5.97133758,,,,
female,11,23,7.014787171,,,,
female,26,48,5.245410266,,,,
female,41,32,4.44022538,,,,
female,34,6,3.0622244,,,,
female,10,43,6.566419332,,,,
female,30,5,7.380745989,,,,
female,12,3,2.175515779,,,,
female,44,17,4.89955904,,,,
female,47,26,6.811117395,,,,
female,11,44,3.98089172,,,,
female,11,38,6.43067124,,,,
female,32,13,3.376021246,,,,
female,7,41,5.111029369,,,,
female,1,21,2.921755391,,,,
female,28,4,7.34933856,,,,
female,24,48,10.10077004,,,,
female,13,33,6.501026478,,,,
female,19,26,8.26800588,,,,
female,39,31,2.777366316,,,,
female,9,13,5.808799789,,,,
female,16,43,4.5933366,,,,
female,18,42,11.00888574,,,,
female,13,22,7.72859313,,,,
female,24,13,1.961030404,,,,
female,31,2,7.664455427,,,,
female,39,37,4.286289873,,,,
female,1,41,2.248032971,,,,
female,2,48,6.102444792,,,,
female,5,27,6.73689368,,,,
female,11,5,2.978508913,,,,
female,3,20,4.062134408,,,,
female,9,8,5.51200392,,,,
female,20,24,5.709645495,,,,
female,4,14,6.414865381,,,,
female,34,28,6.390039783,,,,
female,2,22,10.41156296,,,,
female,7,13,3.763752171,,,,
female,17,29,2.761312176,,,,
female,11,39,5.088003618,,,,
female,19,9,3.334778404,,,,
female,9,22,2.895193978,,,,
female,16,38,2.518666114,,,,
female,36,23,4.069921247,,,,
female,4,49,3.8277805,,,,
female,15,30,5.649158982,,,,
female,15,40,5.81822636,,,,
female,21,21,2.2966683,,,,
female,14,3,3.98089172,,,,
female,47,9,1.492834395,,,,
female,32,39,2.568317239,,,,
female,3,16,5.595396854,,,,
female,40,20,10.61571125,,,,
female,1,19,8.204685307,,,,
female,6,45,1.22488976,,,,
female,33,49,11.00599476,,,,
female,24,15,6.614815052,,,,
female,44,25,1.597682296,,,,
female,6,26,7.167163175,,,,
female,42,35,7.655561,,,,
female,15,44,4.151395462,,,,
female,10,8,9.598372258,,,,
female,29,18,6.486177955,,,,
female,8,19,9.422228923,,,,
female,42,45,8.044052155,,,,
female,13,42,4.89955904,,,,
female,15,40,4.89955904,,,,
female,2,43,4.65849031,,,,
female,8,1,3.509209847,,,,
female,9,29,1.842396168,,,,
female,12,47,3.069603254,,,,
female,36,31,3.934781005,,,,
female,20,31,3.0622244,,,,
female,42,47,6.1244488,,,,
female,20,25,4.89955904,,,,
female,21,8,5.3588927,,,,
female,17,43,6.250372046,,,,
female,27,22,3.98089172,,,,
female,15,38,5.864433838,,,,
female,25,41,4.635028857,,,,
female,1,40,1.619345784,,,,
female,36,4,5.164400069,,,,
female,39,48,3.928280816,,,,
female,35,4,4.086708273,,,,
female,47,5,6.244536031,,,,
female,30,24,4.500138466,,,,
female,17,16,3.174339717,,,,
female,31,13,3.770516904,,,,
female,30,7,2.33027808,,,,
female,26,12,7.96178344,,,,
female,45,11,6.84884597,,,,
female,36,31,5.140883083,,,,
female,24,47,9.567808425,,,,
female,31,26,5.870439402,,,,
female,1,45,3.919647232,,,,
female,13,47,7.655561,,,,
female,28,26,6.73689368,,,,
female,27,42,4.28711416,,,,
female,41,43,8.210465818,,,,
female,46,29,2.642915665,,,,
female,19,11,3.67466928,,,,
female,29,15,0.689829612,,,,
female,5,0,1.821918407,,,,
female,29,3,6.649401554,,,,
female,19,33,3.98089172,,,,
female,14,4,2.502274795,,,,
female,35,39,1.486839076,,,,
female,43,29,4.09697261,,,,
female,14,6,7.296717997,,,,
female,22,43,4.211191241,,,,
female,32,36,8.368589893,,,,
female,22,46,3.156306616,,,,
female,38,34,4.712723265,,,,
female,33,26,3.526216306,,,,
female,10,1,4.703576678,,,,
female,24,13,4.170457992,,,,
female,23,19,4.838652919,,,,
female,16,7,2.458183566,,,,
female,41,19,6.1244488,,,,
female,27,6,8.880450759,,,,
female,26,10,7.655561,,,,
female,49,33,5.202565608,,,,
female,34,35,3.15466891,,,,
female,29,7,3.419826444,,,,
female,7,5,4.885941588,,,,
female,9,8,0.519790005,,,,
female,20,14,4.28711416,,,,
female,22,39,3.0622244,,,,
female,49,46,4.693261817,,,,
female,46,25,10.92469245,,,,
female,37,27,4.676851811,,,,
female,25,38,2.44977952,,,,
female,14,6,2.229299363,,,,
female,0,8,4.209946105,,,,
female,0,30,5.171756764,,,,
female,3,20,1.220864931,,,,
female,18,28,2.920081032,,,,
female,39,41,2.909890394,,,,
female,1,30,1.558950604,,,,
female,43,4,3.768891569,,,,
female,13,19,7.96178344,,,,
female,11,25,0.816593173,,,,
female,40,19,3.950269476,,,,
female,31,22,2.171042411,,,,
female,29,2,4.458598726,,,,
female,16,42,3.548680619,,,,
female,40,22,11.63645272,,,,
female,39,8,2.915582668,,,,
female,47,1,2.388535032,,,,
female,3,2,4.89955904,,,,
female,9,25,7.04311612,,,,
female,29,15,4.387105161,,,,
female,13,5,5.307855626,,,,
female,15,30,5.894169525,,,,
female,36,6,2.330684122,,,,
female,21,33,1.007023992,,,,
female,24,30,6.361474908,,,,
female,15,1,6.053766091,,,,
female,32,30,3.401150207,,,,
female,45,24,4.97611465,,,,
female,36,10,2.866242038,,,,
female,13,34,2.781170928,,,,
female,41,10,2.779386219,,,,
female,40,22,3.148385847,,,,
female,26,1,3.67466928,,,,
female,33,47,8.880450759,,,,
female,24,39,4.89955904,,,,
female,35,9,0.281335104,,,,
female,47,16,7.556413348,,,,
female,30,9,4.89955904,,,,
female,24,36,2.284586353,,,,
female,13,37,2.826668677,,,,
female,47,20,6.01556971,,,,
female,4,36,4.508371144,,,,
female,35,21,9.477340985,,,,
female,19,3,8.63651085,,,,
female,30,34,3.67466928,,,,
female,42,33,3.122268016,,,,
female,13,8,9.20074777,,,,
female,34,34,4.244108035,,,,
female,19,43,2.515074729,,,,
female,44,16,3.592301422,,,,
female,3,29,4.735633273,,,,
female,33,25,3.877042371,,,,
female,34,41,6.04956471,,,,
female,42,0,2.923990858,,,,
female,34,8,10.39300402,,,,
female,5,6,8.593671014,,,,
female,17,9,7.317523241,,,,
female,23,24,7.162805348,,,,
female,49,4,6.769127621,,,,
female,29,9,6.219591147,,,,
female,44,2,11.30667471,,,,
female,24,22,4.679354139,,,,
female,29,6,4.287435292,,,,
female,45,36,3.113111804,,,,
female,44,26,4.810745281,,,,
female,14,17,6.607957915,,,,
female,0,24,2.583021345,,,,
female,41,11,12.09578638,,,,
female,0,3,1.446167969,,,,
female,20,44,7.96178344,,,,
female,11,34,5.58855953,,,,
female,47,45,5.218249325,,,,
female,14,21,3.216882198,,,,
female,41,31,3.32915281,,,,
female,38,1,3.0622244,,,,
female,32,26,4.274783055,,,,
female,2,33,4.74644782,,,,
female,23,3,6.342245699,,,,
female,10,26,1.835569669,,,,
female,17,21,5.594150464,,,,
female,47,0,2.920081032,,,,
female,4,1,7.04311612,,,,
female,11,14,6.1244488,,,,
female,8,2,0.661758624,,,,
female,36,49,6.1244488,,,,
female,38,27,6.43067124,,,,
female,34,5,7.34933856,,,,
female,25,23,8.146941194,,,,
female,22,29,5.536328279,,,,
female,36,26,1.965815882,,,,
female,36,9,7.605285674,,,,
female,43,7,5.82680549,,,,
female,9,10,2.948808681,,,,
female,20,25,3.15318156,,,,
female,39,16,2.14355708,,,,
female,1,22,10.77096846,,,,
female,0,26,3.142809252,,,,
female,18,30,5.129739666,,,,
female,10,16,5.459508644,,,,
female,19,30,5.51200392,,,,
female,14,13,8.380824673,,,,
female,39,5,7.114785201,,,,
female,43,25,10.10534052,,,,
female,45,2,10.56539983,,,,
female,42,21,7.04311612,,,,
female,6,13,6.298879303,,,,
female,34,44,6.369426752,,,,
female,12,2,4.549590537,,,,
female,28,35,6.111061272,,,,
female,12,24,7.720517275,,,,
female,32,27,1.65296542,,,,
female,2,33,3.728858847,,,,
female,14,8,5.124237129,,,,
female,29,24,1.551941544,,,,
female,38,44,6.227883935,,,,
female,29,2,3.67466928,,,,
female,4,21,4.278885534,,,,
female,25,15,5.787604116,,,,
female,8,40,4.382633086,,,,
female,15,21,2.353036634,,,,
female,49,48,3.36844684,,,,
female,6,24,3.98089172,,,,
female,32,17,5.375043672,,,,
female,23,3,5.686988171,,,,
female,39,18,5.974083022,,,,
female,41,9,5.20578148,,,,
female,33,12,3.340121822,,,,
female,5,36,4.458598726,,,,
female,25,8,2.891907719,,,,
female,38,30,3.67466928,,,,
female,6,42,4.432333049,,,,
female,6,41,2.899944091,,,,
female,11,43,3.857200306,,,,
female,2,10,7.418934569,,,,
female,18,37,6.73689368,,,,
female,9,26,4.115946205,,,,
female,40,6,8.351026185,,,,
female,30,41,11.98079587,,,,
female,22,35,5.328270456,,,,
female,28,4,3.184713376,,,,
female,11,11,4.549590537,,,,
female,26,45,9.914673717,,,,
female,26,41,2.566099986,,,,
female,33,41,10.78121232,,,,
female,18,48,6.314177697,,,,
female,36,23,2.14355708,,,,
female,17,41,9.194710534,,,,
female,16,48,2.901054695,,,,
female,2,49,1.923136097,,,,
female,35,13,5.20578148,,,,
female,18,4,0.551200392,,,,
female,13,43,5.397819281,,,,
female,15,28,10.73498891,,,,
female,27,34,5.606130519,,,,
female,42,34,3.0622244,,,,
female,16,23,6.427861859,,,,
female,40,5,4.381355181,,,,
female,5,46,6.987455613,,,,
female,11,39,5.178395733,,,,
female,19,30,4.082965866,,,,
female,10,9,3.746721619,,,,
female,3,2,7.275880154,,,,
female,6,32,4.042028918,,,,
female,32,42,5.20578148,,,,
female,22,19,5.20578148,,,,
female,4,30,8.242453181,,,,
female,30,37,2.274795268,,,,
female,38,5,3.81860117,,,,
female,35,41,5.510771636,,,,
female,22,44,3.605954414,,,,
female,15,23,4.664678067,,,,
female,11,24,4.991425772,,,,
female,20,6,3.0622244,,,,
female,0,27,8.407643312,,,,
female,20,25,8.880450759,,,,
female,21,16,7.04311612,,,,
female,39,3,4.153973968,,,,
female,44,2,3.52406808,,,,
female,6,1,5.360906261,,,,
female,12,35,4.112255435,,,,
female,24,28,8.580574899,,,,
female,45,22,7.493443237,,,,
female,37,22,4.512751747,,,,
female,33,6,3.450106157,,,,
female,49,31,4.388384573,,,,
female,2,17,2.480401764,,,,
female,10,24,6.303078556,,,,
female,45,40,3.8277805,,,,
female,18,37,3.461644974,,,,
female,36,39,3.954644082,,,,
female,39,1,8.537939696,,,,
female,9,7,5.120575325,,,,
female,39,40,2.14355708,,,,
female,19,24,3.947991788,,,,
female,5,23,3.053416468,,,,
female,39,42,4.644373673,,,,
female,31,22,2.257944933,,,,
female,12,8,9.45285949,,,,
female,32,3,6.662580284,,,,
female,13,36,10.18367649,,,,
female,17,18,5.919541591,,,,
female,15,24,2.161570165,,,,
female,42,21,7.43719554,,,,
female,17,37,6.1244488,,,,
female,2,45,1.797580457,,,,
female,21,27,2.825148962,,,,
female,39,35,10.10534052,,,,
female,7,1,6.1244488,,,,
female,44,3,6.959600909,,,,
female,8,1,7.995096341,,,,
female,46,41,6.8900049,,,,
female,45,18,5.810705107,,,,
female,28,1,7.176412946,,,,
female,41,18,1.192138697,,,,
female,9,16,3.895673854,,,,
female,11,36,3.289993157,,,,
female,1,0,3.874347173,,,,
female,8,28,4.268516357,,,,
female,3,13,6.11431234,,,,
female,26,2,3.984449264,,,,
female,12,9,8.772984016,,,,
female,6,15,3.947250381,,,,
female,40,6,3.67466928,,,,
female,44,8,2.44977952,,,,
female,20,1,3.36844684,,,,
female,32,0,3.810768142,,,,
female,47,40,2.44977952,,,,
female,32,6,4.359518754,,,,
female,40,38,2.242755898,,,,
female,27,41,4.5933366,,,,
female,39,35,6.096680518,,,,
female,0,49,1.806329618,,,,
female,34,29,1.930129319,,,,
female,27,7,4.28436777,,,,
female,33,42,1.99044586,,,,
female,43,37,0.271328083,,,,
female,29,41,2.516896767,,,,
female,40,6,3.225026203,,,,
female,10,38,7.550292498,,,,
female,18,17,1.476470891,,,,
female,25,23,2.647623947,,,,
female,31,11,5.310950586,,,,
female,38,13,3.0622244,,,,
female,48,6,4.13400294,,,,
female,5,26,6.499415053,,,,
female,9,4,2.943071699,,,,
female,36,33,2.44977952,,,,
female,4,14,3.189062097,,,,
female,13,12,4.549590537,,,,
female,14,35,4.676851811,,,,
female,38,29,4.345612794,,,,
female,31,4,2.316155182,,,,
female,6,43,3.0622244,,,,
female,33,20,6.1244488,,,,
female,47,10,4.337861579,,,,
female,35,3,3.605335897,,,,
female,48,43,5.788038914,,,,
female,21,17,5.710520536,,,,
female,32,13,2.75600196,,,,
female,11,46,3.360248759,,,,
female,46,22,7.279344859,,,,
female,30,34,4.85932425,,,,
female,29,5,5.103707333,,,,
female,42,4,18.51577544,,,,
female,23,2,5.471276335,,,,
female,37,27,5.607929021,,,,
female,10,10,5.450759432,,,,
female,2,37,6.73689368,,,,
female,16,13,3.467443374,,,,
female,7,21,7.471827536,,,,
female,24,29,4.405919257,,,,
female,30,10,5.3588927,,,,
female,5,33,1.749842514,,,,
female,7,28,2.31090313,,,,
female,27,20,10.84157745,,,,
female,33,30,2.75600196,,,,
female,18,35,3.98089172,,,,
female,31,36,3.42538536,,,,
female,49,27,1.194267516,,,,
female,48,3,3.961298964,,,,
female,19,24,2.244261104,,,,
female,38,10,5.97133758,,,,
female,28,1,1.843920069,,,,
female,3,35,4.13400294,,,,
female,46,48,0.51868296,,,,
female,28,14,5.646654922,,,,
female,10,19,10.97297077,,,,
female,36,45,1.01910828,,,,
female,26,15,3.791325447,,,,
female,7,27,3.0622244,,,,
female,37,43,7.04311612,,,,
female,26,46,1.983362423,,,,
female,1,5,3.145395927,,,,
female,43,1,3.352329869,,,,
female,8,48,0.554104111,,,,
female,17,0,0.324970753,,,,
female,45,3,4.491262453,,,,
female,40,41,0.55146552,,,,
female,10,30,5.71249036,,,,
female,28,41,2.425004831,,,,
female,41,39,4.517323937,,,,
female,35,22,4.630151786,,,,
female,49,44,2.327290544,,,,
female,47,26,2.14355708,,,,
female,26,38,3.67466928,,,,
female,10,34,1.481262035,,,,
female,15,2,1.676164935,,,,
male,49,23,11.45580351,,,,
male,31,45,2.933288636,,,,
male,0,6,6.219131084,,,,
male,46,27,6.915377616,,,,
male,44,0,4.946562576,,,,
male,19,6,5.134564088,,,,
male,44,44,3.0622244,,,,
male,24,49,5.587216449,,,,
male,30,46,7.655561,,,,
male,12,15,16.65645071,,,,
male,3,8,3.216882198,,,,
male,34,7,6.828760412,,,,
male,6,15,1.032880014,,,,
male,1,30,3.490935816,,,,
male,36,26,6.130999012,,,,
male,40,16,4.638443844,,,,
male,23,14,7.96178344,,,,
male,18,36,8.945824089,,,,
male,9,6,2.44977952,,,,
male,2,10,2.632940605,,,,
male,7,39,6.189372285,,,,
male,8,45,2.041482933,,,,
male,36,26,1.092793805,,,,
male,31,26,0.734933856,,,,
male,26,17,3.503184713,,,,
male,43,45,9.033561979,,,,
male,1,33,8.757961783,,,,
male,40,23,4.89955904,,,,
male,28,8,6.348265865,,,,
male,27,6,2.911737944,,,,
male,8,13,3.266372693,,,,
male,47,24,4.332943368,,,,
male,31,48,3.252724896,,,,
male,13,10,10.56467418,,,,
male,12,30,7.944758956,,,,
male,33,21,6.1244488,,,,
male,36,15,3.239377878,,,,
male,30,38,2.529457883,,,,
male,29,27,2.962524071,,,,
male,18,27,5.73799608,,,,
male,26,18,9.799118079,,,,
male,33,46,6.1244488,,,,
male,30,45,15.71676731,,,,
male,6,15,7.464171975,,,,
male,42,25,2.359046945,,,,
male,8,15,6.119741306,,,,
male,18,23,12.20488958,,,,
male,3,44,5.573248408,,,,
male,5,45,4.423213022,,,,
male,34,48,10.96849924,,,,
male,6,40,2.002964387,,,,
male,44,35,7.839294464,,,,
male,46,23,4.825323297,,,,
male,3,32,3.340608436,,,,
male,45,28,6.27829028,,,,
male,10,37,2.074731841,,,,
male,8,17,3.67466928,,,,
male,49,17,5.410920784,,,,
male,45,48,6.634819533,,,,
male,43,21,3.36844684,,,,
male,47,7,6.355303854,,,,
male,9,47,4.89955904,,,,
male,42,33,4.749133982,,,,
male,24,37,2.465584549,,,,
male,31,23,7.04311612,,,,
male,30,23,2.592208562,,,,
male,25,7,4.89955904,,,,
male,26,36,4.986590681,,,,
male,26,47,3.07553199,,,,
male,33,7,4.394085561,,,,
male,12,47,7.724886908,,,,
male,38,3,14.38257654,,,,
male,14,42,9.634427019,,,,
male,26,31,5.738222299,,,,
male,29,20,4.338846561,,,,
male,8,7,4.411334429,,,,
male,3,27,10.63497752,,,,
male,12,15,7.696390658,,,,
male,36,35,11.66095051,,,,
male,1,7,1.38465799,,,,
male,23,20,1.486199575,,,,
male,49,47,5.086293595,,,,
male,28,19,9.034647875,,,,
male,32,9,2.44977952,,,,
male,5,46,7.19622734,,,,
male,39,20,5.51200392,,,,
male,14,0,3.214384618,,,,
male,47,27,1.031705953,,,,
male,36,37,6.1244488,,,,
male,29,23,6.455500086,,,,
male,9,4,2.343728458,,,,
male,26,33,4.89955904,,,,
male,15,12,3.98089172,,,,
male,8,21,0.868558193,,,,
male,38,46,6.73689368,,,,
male,49,3,0.831952293,,,,
male,30,41,4.549590537,,,,
male,47,32,6.008893162,,,,
male,15,26,8.685581934,,,,
male,35,14,3.0622244,,,,
male,13,34,1.525002415,,,,
male,44,18,5.345366974,,,,
male,0,43,7.04311612,,,,
male,17,14,6.1244488,,,,
male,24,45,3.595644134,,,,
male,42,31,3.676112024,,,,
male,42,1,2.048988385,,,,
male,41,2,2.44977952,,,,
male,45,40,3.001300564,,,,
male,10,28,5.07524044,,,,
male,6,17,4.485511797,,,,
male,28,7,8.95300949,,,,
male,21,27,1.073498891,,,,
male,2,29,14.29038053,,,,
male,20,44,4.89955904,,,,
male,14,3,8.26800588,,,,
male,34,46,3.434494817,,,,
male,2,17,7.34933856,,,,
male,32,40,4.851048554,,,,
male,45,46,4.728395405,,,,
male,43,10,5.51200392,,,,
male,30,6,6.808697562,,,,
male,33,38,2.617572638,,,,
male,36,19,4.02562084,,,,
male,44,45,5.43731552,,,,
male,33,23,12.28389445,,,,
male,0,18,3.98089172,,,,
male,25,40,4.048364461,,,,
male,3,42,11.09249389,,,,
male,23,34,5.20578148,,,,
male,7,43,3.122268016,,,,
male,10,17,3.98089172,,,,
male,24,1,7.264052118,,,,
male,31,27,5.830138903,,,,
male,47,28,3.191967848,,,,
male,44,39,3.9156312,,,,
male,16,10,3.332839579,,,,
male,3,20,4.604404881,,,,
male,21,3,2.84678559,,,,
male,31,41,1.088170857,,,,
male,5,45,1.432964137,,,,
male,12,0,3.8277805,,,,
male,39,4,8.11489466,,,,
male,20,47,7.464171975,,,,
male,36,3,5.816828084,,,,
male,8,16,6.433764396,,,,
male,0,47,2.532015935,,,,
male,38,42,4.496065942,,,,
male,18,9,1.797822067,,,,
male,35,48,5.20578148,,,,
male,37,36,0.318471338,,,,
male,31,30,5.914467698,,,,
male,2,21,10.19849989,,,,
male,12,3,4.74644782,,,,
male,30,48,5.428488709,,,,
male,23,45,4.254019081,,,,
male,30,47,6.1244488,,,,
male,6,20,4.89955904,,,,
male,39,10,7.96178344,,,,
male,1,32,5.851987828,,,,
male,35,5,4.190412337,,,,
male,18,16,2.338262391,,,,
male,4,19,7.96178344,,,,
male,1,3,2.75600196,,,,
male,5,28,5.942933852,,,,
male,45,2,2.114917571,,,,
male,6,35,5.05267026,,,,
male,15,47,3.184713376,,,,
male,44,31,1.647265539,,,,
male,35,20,5.20578148,,,,
male,48,44,10.61571125,,,,
male,4,10,4.81316883,,,,
male,20,43,9.933416012,,,,
